artifact,evidence_status,resolution_tier,replayable,producer,added_commit,cited_by_goal,seed,experiment,book,model,env_tag,host,backend,ctx,parallel,kv,arm,n,correct,accuracy_pct,validation,dirty,commit,elapsed_s,finished,endpoint,note
committed_history__mushoku16__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,git+naming,no,committed_history.py,44704c7c,,,committed_history,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,oracle,136,74,54.4,ok,False,04a69e4c,77.8,07-29 06:37,http://127.0.0.1:8090/v1,
committed_history__mushoku16__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,git+naming,no,committed_history.py,44704c7c,,,committed_history,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,predicted,136,65,47.8,ok,False,04a69e4c,77.8,07-29 06:37,http://127.0.0.1:8090/v1,
committed_history__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,git+naming,no,committed_history.py,44704c7c,,,committed_history,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,none,162,81,50.0,ok,False,04a69e4c,116.4,07-29 06:35,http://127.0.0.1:8090/v1,
committed_history__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,git+naming,no,committed_history.py,44704c7c,,,committed_history,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,oracle,162,96,59.3,ok,False,04a69e4c,116.4,07-29 06:35,http://127.0.0.1:8090/v1,
committed_history__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,git+naming,no,committed_history.py,44704c7c,,,committed_history,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,predicted,162,76,46.9,ok,False,04a69e4c,116.4,07-29 06:35,http://127.0.0.1:8090/v1,
committed_history__owarimonogatari3__qwen__qwen3-14b__thunder-a6000-gated.json,exploratory,git+naming,no,committed_history.py,15f560bd,,,committed_history,owarimonogatari3,qwen/qwen3-14b,cloud-a6000-llamacpp-cuda,instance-wa5dh8u3-main,llama.cpp-cuda,32768,1,f16?,gated,162,79,48.8,ok,False,,417.6,08-01 23:31,http://127.0.0.1:8090/v1,
committed_history__owarimonogatari3__qwen__qwen3-14b__thunder-a6000-gated.json,exploratory,git+naming,no,committed_history.py,15f560bd,,,committed_history,owarimonogatari3,qwen/qwen3-14b,cloud-a6000-llamacpp-cuda,instance-wa5dh8u3-main,llama.cpp-cuda,32768,1,f16?,none,162,81,50.0,ok,False,,417.6,08-01 23:31,http://127.0.0.1:8090/v1,
committed_history__owarimonogatari3__qwen__qwen3-14b__thunder-a6000-gated.json,exploratory,git+naming,no,committed_history.py,15f560bd,,,committed_history,owarimonogatari3,qwen/qwen3-14b,cloud-a6000-llamacpp-cuda,instance-wa5dh8u3-main,llama.cpp-cuda,32768,1,f16?,oracle,162,96,59.3,ok,False,,417.6,08-01 23:31,http://127.0.0.1:8090/v1,
committed_history__owarimonogatari3__qwen__qwen3-14b__thunder-a6000-gated.json,exploratory,git+naming,no,committed_history.py,15f560bd,,,committed_history,owarimonogatari3,qwen/qwen3-14b,cloud-a6000-llamacpp-cuda,instance-wa5dh8u3-main,llama.cpp-cuda,32768,1,f16?,predicted,162,78,48.1,ok,False,,417.6,08-01 23:31,http://127.0.0.1:8090/v1,
committed_history__owarimonogatari3__qwen__qwen3-14b__thunder-a6000-gated2.json,exploratory,git+naming,no,committed_history.py,ecb853e2,,,committed_history,owarimonogatari3,qwen/qwen3-14b,cloud-a6000-llamacpp-cuda,instance-wa5dh8u3-main,llama.cpp-cuda,32768,1,f16?,gated,162,79,48.8,ok,False,,579.9,08-02 03:14,http://127.0.0.1:8090/v1,
committed_history__owarimonogatari3__qwen__qwen3-14b__thunder-a6000-gated2.json,exploratory,git+naming,no,committed_history.py,ecb853e2,,,committed_history,owarimonogatari3,qwen/qwen3-14b,cloud-a6000-llamacpp-cuda,instance-wa5dh8u3-main,llama.cpp-cuda,32768,1,f16?,none,162,81,50.0,ok,False,,579.9,08-02 03:14,http://127.0.0.1:8090/v1,
committed_history__owarimonogatari3__qwen__qwen3-14b__thunder-a6000-gated2.json,exploratory,git+naming,no,committed_history.py,ecb853e2,,,committed_history,owarimonogatari3,qwen/qwen3-14b,cloud-a6000-llamacpp-cuda,instance-wa5dh8u3-main,llama.cpp-cuda,32768,1,f16?,oracle,162,96,59.3,ok,False,,579.9,08-02 03:14,http://127.0.0.1:8090/v1,
committed_history__owarimonogatari3__qwen__qwen3-14b__thunder-a6000-gated2.json,exploratory,git+naming,no,committed_history.py,ecb853e2,,,committed_history,owarimonogatari3,qwen/qwen3-14b,cloud-a6000-llamacpp-cuda,instance-wa5dh8u3-main,llama.cpp-cuda,32768,1,f16?,predicted,162,78,48.1,ok,False,,579.9,08-02 03:14,http://127.0.0.1:8090/v1,
constraint_refine.json,supported_structure,provenance,yes,,,,,,,,,,,,,,,,,,,,,,,,NOT INDEXED: TTS provenance artifact; read its per-book/category summary directly
context_width__grimgar03__qwen__qwen3-14b__local-llamacpp.json,historical_only,git+naming,no,context_width.py,8e1ecdb1,,,context_width,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip b10121,16384,1,f16,w1,400,223,55.8,ok,False,1613e5fc,1003.4,07-28 03:16,http://127.0.0.1:8090/v1,
context_width__grimgar03__qwen__qwen3-14b__local-llamacpp.json,historical_only,git+naming,no,context_width.py,8e1ecdb1,,,context_width,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip b10121,16384,1,f16,w15,400,246,61.5,ok,False,1613e5fc,1003.4,07-28 03:16,http://127.0.0.1:8090/v1,
context_width__grimgar03__qwen__qwen3-14b__local-llamacpp.json,historical_only,git+naming,no,context_width.py,8e1ecdb1,,,context_width,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip b10121,16384,1,f16,w4,400,248,62.0,ok,False,1613e5fc,1003.4,07-28 03:16,http://127.0.0.1:8090/v1,
context_width__grimgar03__qwen__qwen3-14b__local-llamacpp.json,historical_only,git+naming,no,context_width.py,8e1ecdb1,,,context_width,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip b10121,16384,1,f16,w40,400,242,60.5,ok,False,1613e5fc,1003.4,07-28 03:16,http://127.0.0.1:8090/v1,
context_width__index18__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,git+naming,no,context_width.py,44704c7c,,,context_width,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,w1,99,48,48.5,ok,False,eff60648,146.2,07-29 09:19,http://127.0.0.1:8090/v1,
context_width__index18__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,git+naming,no,context_width.py,44704c7c,,,context_width,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,w15,99,63,63.6,ok,False,eff60648,146.2,07-29 09:19,http://127.0.0.1:8090/v1,
context_width__index18__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,git+naming,no,context_width.py,44704c7c,,,context_width,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,w4,99,65,65.7,ok,False,eff60648,146.2,07-29 09:19,http://127.0.0.1:8090/v1,
context_width__mushoku16__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,git+naming,no,context_width.py,44704c7c,,,context_width,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,w1,136,52,38.2,ok,False,eff60648,140.1,07-29 09:17,http://127.0.0.1:8090/v1,
context_width__mushoku16__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,git+naming,no,context_width.py,44704c7c,,,context_width,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,w15,136,62,45.6,ok,False,eff60648,140.1,07-29 09:17,http://127.0.0.1:8090/v1,
context_width__mushoku16__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,git+naming,no,context_width.py,44704c7c,,,context_width,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,w4,136,76,55.9,ok,False,eff60648,140.1,07-29 09:17,http://127.0.0.1:8090/v1,
context_width__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,git+naming,no,context_width.py,44704c7c,,,context_width,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,w1,162,67,41.4,ok,False,eff60648,238.7,07-29 09:23,http://127.0.0.1:8090/v1,
context_width__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,git+naming,no,context_width.py,44704c7c,,,context_width,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,w15,162,75,46.3,ok,False,eff60648,238.7,07-29 09:23,http://127.0.0.1:8090/v1,
context_width__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,git+naming,no,context_width.py,44704c7c,,,context_width,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,w4,162,76,46.9,ok,False,eff60648,238.7,07-29 09:23,http://127.0.0.1:8090/v1,
context_width_production__grimgar03__llama-3.3-70b__thunder-a6000-70b.json,exploratory,git+naming,no,context_width_production.py,b18a756b,,,context_width_production,grimgar03,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,w1,400,317,79.2,ok,False,,4704.6,07-28 12:24,http://127.0.0.1:8090/v1,
context_width_production__grimgar03__llama-3.3-70b__thunder-a6000-70b.json,exploratory,git+naming,no,context_width_production.py,b18a756b,,,context_width_production,grimgar03,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,w4,400,307,76.8,ok,False,,4704.6,07-28 12:24,http://127.0.0.1:8090/v1,
context_width_production__grimgar03__qwen__qwen3-14b__local-llamacpp-rep1.json,historical_only,git+naming,no,context_width_production.py,5a9fa3d3,,,context_width_production,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,w1,400,239,59.8,ok,False,8da61490,1914.8,07-28 15:10,http://127.0.0.1:8090/v1,
context_width_production__grimgar03__qwen__qwen3-14b__local-llamacpp-rep1.json,historical_only,git+naming,no,context_width_production.py,5a9fa3d3,,,context_width_production,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,w4,400,279,69.8,ok,False,8da61490,1914.8,07-28 15:10,http://127.0.0.1:8090/v1,
context_width_production__grimgar03__qwen__qwen3-14b__local-llamacpp-rep2.json,historical_only,git+naming,no,context_width_production.py,5a9fa3d3,,,context_width_production,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,w1,400,232,58.0,ok,False,8da61490,1897.4,07-28 15:42,http://127.0.0.1:8090/v1,
context_width_production__grimgar03__qwen__qwen3-14b__local-llamacpp-rep2.json,historical_only,git+naming,no,context_width_production.py,5a9fa3d3,,,context_width_production,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,w4,400,279,69.8,ok,False,8da61490,1897.4,07-28 15:42,http://127.0.0.1:8090/v1,
context_width_production__grimgar03__qwen__qwen3-14b__local-llamacpp-rep3.json,historical_only,git+naming,no,context_width_production.py,5a9fa3d3,,,context_width_production,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,w1,400,232,58.0,ok,False,929aac3c,1882.6,07-28 16:13,http://127.0.0.1:8090/v1,
context_width_production__grimgar03__qwen__qwen3-14b__local-llamacpp-rep3.json,historical_only,git+naming,no,context_width_production.py,5a9fa3d3,,,context_width_production,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,w4,400,279,69.8,ok,False,929aac3c,1882.6,07-28 16:13,http://127.0.0.1:8090/v1,
context_width_production__grimgar03__qwen__qwen3-14b__local.json,historical_only,git+naming,no,context_width_production.py,af1f99e0,,,context_width_production,grimgar03,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,w1,400,228,57.0,ok,False,63816575,1426.2,07-28 10:33,http://localhost:1234/v1,
context_width_production__grimgar03__qwen__qwen3-14b__local.json,historical_only,git+naming,no,context_width_production.py,af1f99e0,,,context_width_production,grimgar03,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,w4,400,270,67.5,ok,False,63816575,1426.2,07-28 10:33,http://localhost:1234/v1,
context_width_production__index18__llama-3.3-70b__thunder-a6000-70b.json,exploratory,git+naming,no,context_width_production.py,44704c7c,,,context_width_production,index18,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,w1,99,70,70.7,ok,False,,4411.0,07-29 22:00,http://127.0.0.1:8090/v1,
context_width_production__index18__llama-3.3-70b__thunder-a6000-70b.json,exploratory,git+naming,no,context_width_production.py,44704c7c,,,context_width_production,index18,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,w4,99,72,72.7,ok,False,,4411.0,07-29 22:00,http://127.0.0.1:8090/v1,
context_width_production__index18__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,git+naming,no,context_width_production.py,44704c7c,,,context_width_production,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,w1,99,65,65.7,ok,False,04a69e4c,1317.4,07-29 02:57,http://127.0.0.1:8090/v1,
context_width_production__index18__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,git+naming,no,context_width_production.py,44704c7c,,,context_width_production,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,w4,99,68,68.7,ok,False,04a69e4c,1317.4,07-29 02:57,http://127.0.0.1:8090/v1,
context_width_production__mushoku16__llama-3.3-70b__thunder-a6000-70b.json,exploratory,git+naming,no,context_width_production.py,b18a756b,,,context_width_production,mushoku16,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,w1,139,93,66.9,ok,False,,2904.1,07-28 13:13,http://127.0.0.1:8090/v1,
context_width_production__mushoku16__llama-3.3-70b__thunder-a6000-70b.json,exploratory,git+naming,no,context_width_production.py,b18a756b,,,context_width_production,mushoku16,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,w4,139,82,59.0,ok,False,,2904.1,07-28 13:13,http://127.0.0.1:8090/v1,
context_width_production__mushoku16__qwen__qwen3-14b__local.json,supported_measurement,git+naming,no,context_width_production.py,af1f99e0,,,context_width_production,mushoku16,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,w1,139,69,49.6,ok,False,63816575,826.8,07-28 10:47,http://localhost:1234/v1,
context_width_production__mushoku16__qwen__qwen3-14b__local.json,supported_measurement,git+naming,no,context_width_production.py,af1f99e0,,,context_width_production,mushoku16,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,w4,139,62,44.6,ok,False,63816575,826.8,07-28 10:47,http://localhost:1234/v1,
context_width_production__owarimonogatari3__llama-3.3-70b__thunder-a6000-70b.json,exploratory,git+naming,no,context_width_production.py,44704c7c,,,context_width_production,owarimonogatari3,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,w1,162,96,59.3,ok,False,,5596.8,07-29 23:33,http://127.0.0.1:8090/v1,
context_width_production__owarimonogatari3__llama-3.3-70b__thunder-a6000-70b.json,exploratory,git+naming,no,context_width_production.py,44704c7c,,,context_width_production,owarimonogatari3,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,w4,162,101,62.3,ok,False,,5596.8,07-29 23:33,http://127.0.0.1:8090/v1,
context_width_production__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,git+naming,no,context_width_production.py,44704c7c,,,context_width_production,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,w1,162,65,40.1,ok,False,04a69e4c,2955.3,07-29 03:46,http://127.0.0.1:8090/v1,
context_width_production__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,supported_measurement,git+naming,no,context_width_production.py,44704c7c,,,context_width_production,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,w4,162,65,40.1,ok,False,04a69e4c,2955.3,07-29 03:46,http://127.0.0.1:8090/v1,
corpus_hnr_baseline.json,exploratory,git+naming,no,corpus_hnr_baseline.py,33ab8d1a,2.6,,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
cpu_chain_release.json,exploratory,none,no,,67b9a854,,,,,,,,,,,,,,,,,,,,,,NOT INDEXED: no 'rows' list - this table only represents per-arm attribution results
crossbook_normalization.json,supported_structure,provenance,yes,,,,,,,,,,,,,,,,,,,,,,,,NOT INDEXED: TTS provenance artifact; read its per-book/category summary directly
crossbook_normalization_pilot.json,supported_structure,provenance,yes,,,,,,,,,,,,,,,,,,,,,,,,NOT INDEXED: TTS provenance artifact; read its per-book/category summary directly
crossover__grimgar03__local.json,historical_only,git+naming,no,crossover.py,7746a7ae,,,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=gemma,attr=gemma,t=0.0,rep=1",399,234,58.6,ok,False,54573393,1832.5,07-27 20:37,http://localhost:1234/v1,
crossover__grimgar03__local.json,historical_only,git+naming,no,crossover.py,7746a7ae,,,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=gemma,attr=gemma,t=0.0,rep=2",399,234,58.6,ok,False,54573393,1832.5,07-27 20:37,http://localhost:1234/v1,
crossover__grimgar03__local.json,historical_only,git+naming,no,crossover.py,7746a7ae,,,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=gemma,attr=gemma,t=0.6,rep=1",399,228,57.1,ok,False,54573393,1832.5,07-27 20:37,http://localhost:1234/v1,
crossover__grimgar03__local.json,historical_only,git+naming,no,crossover.py,7746a7ae,,,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=gemma,attr=gemma,t=0.6,rep=2",399,231,57.9,ok,False,54573393,1832.5,07-27 20:37,http://localhost:1234/v1,
crossover__grimgar03__local.json,historical_only,git+naming,no,crossover.py,7746a7ae,,,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=gemma,attr=gemma,t=0.6,rep=3",399,237,59.4,ok,False,54573393,1832.5,07-27 20:37,http://localhost:1234/v1,
crossover__grimgar03__local.json,historical_only,git+naming,no,crossover.py,7746a7ae,,,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=gemma,attr=qwen,t=0.0,rep=1",399,243,60.9,ok,False,54573393,1832.5,07-27 20:37,http://localhost:1234/v1,
crossover__grimgar03__local.json,historical_only,git+naming,no,crossover.py,7746a7ae,,,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=gemma,attr=qwen,t=0.0,rep=2",399,243,60.9,ok,False,54573393,1832.5,07-27 20:37,http://localhost:1234/v1,
crossover__grimgar03__local.json,historical_only,git+naming,no,crossover.py,7746a7ae,,,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=gemma,attr=qwen,t=0.6,rep=1",399,242,60.7,ok,False,54573393,1832.5,07-27 20:37,http://localhost:1234/v1,
crossover__grimgar03__local.json,historical_only,git+naming,no,crossover.py,7746a7ae,,,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=gemma,attr=qwen,t=0.6,rep=2",399,242,60.7,ok,False,54573393,1832.5,07-27 20:37,http://localhost:1234/v1,
crossover__grimgar03__local.json,historical_only,git+naming,no,crossover.py,7746a7ae,,,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=gemma,attr=qwen,t=0.6,rep=3",399,239,59.9,ok,False,54573393,1832.5,07-27 20:37,http://localhost:1234/v1,
crossover__grimgar03__local.json,historical_only,git+naming,no,crossover.py,7746a7ae,,,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=qwen,attr=gemma,t=0.0,rep=1",399,226,56.6,ok,False,54573393,1832.5,07-27 20:37,http://localhost:1234/v1,
crossover__grimgar03__local.json,historical_only,git+naming,no,crossover.py,7746a7ae,,,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=qwen,attr=gemma,t=0.0,rep=2",399,226,56.6,ok,False,54573393,1832.5,07-27 20:37,http://localhost:1234/v1,
crossover__grimgar03__local.json,historical_only,git+naming,no,crossover.py,7746a7ae,,,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=qwen,attr=gemma,t=0.6,rep=1",399,223,55.9,ok,False,54573393,1832.5,07-27 20:37,http://localhost:1234/v1,
